brand,country,industry,website,products,description,mission,overall_score,environment_score,environment_products,environment_practices,environment_outputs,environment_inputs,certification
"thrive farmers international, inc.",United States,agriculture,thrivefarmers.com,farm to table platform for wholesale and retail sales of coffee and tea,thrive farmers is a platform that links farmers to consumer markets where the farmers are stakeholders in the demand side value of our products which are currently focused on coffee.,"our brand purpose is to transform the economics of coffee, allowing farmers, their families and their communities to thrive",83.2,4.6,unknown,2.4,0.0,0.6,b-corp
"thrive impact sourcing, llc",United States,"other professional, scientific & tech",www.thrivecincinnati.com,it outsourcing,we provide businesses it outsourcing services in the areas of quality assurance software testing and data transformation.,our mission is to delight clients with it outsourcing services in order to change lives.,142.8,6.3,unknown,5.2,0.7,1.2,b-corp
tickbox,Australia,other info service activities,www.tickbox.com.au,"provision of secure desktop cloud to private clients, it training & consulting",tickbox provides outsourced it and associated infrastructure via its workspace desktop solution to medium sized businesses via its own private secure cloud.,to be the market leader in the provision of outsourced cloud technologies to medium sized businesses in australia,81.7,13.9,unknown,13.9,0.7,2.2,b-corp
tiffinday inc.,Canada,food products (isic 472),tiffinday.com,retail sales of ready to eat curries,tiffinday inc. is boutique business that sells 100% plant based meals made with ingredients and processes that are gentle on the earth's environment.,"we are on a mission to make plant based foods, sustainably sourced and produced, available to anyone who eats.",86.2,13.6,unknown,13.3,3.0,1.3,b-corp
tigh na mara salen limited,United Kingdom,accommodation,www.unique-cottages.com/tighnamara-salen,eco tourism with a social focus,energy efficient lodge located on the ardnamurchan peninsula in the highlands of scotland,"to promote ardnamurchan as a year-round tourist destination, supporting local businesses, sustainable economic development and people living in poverty. we are also committed to environmental stewardship and conservation.",83.0,10.9,0.0,9.5,2.5,2.9,b-corp
tin smart social ltd,United Kingdom,management  consultant - for-profits,www.tinsmartsocial.com,1. healthy wellbeing; 2. inclusive learning; 3. purposeful innovation,"tin = think innovation is focused on rewiring csr and public services with our core innovations. it's a journey of consolidation, transformation or innovation so we make it an ethical journey that's about doing things better and also about doing good.","we are a smart consultancy with cooperative social enterprise at heart which we use to rewire csr and public services to benefit those furthest away or excluded from mainstream opportunities, by providing wellbeing, education and lifestyle learning.",110.0,9.3,unknown,9.0,1.1,0.7,b-corp
tmi consulting,United States,mgmt consultant- nonprofits (isic 702),www.tmiconsultinginc.com,"diversity, civic engagement & od consulting","tmi is a leadership and organizational development consulting firm specializing in civic engagement, diversity, and innovation strategies. we value social and global responsibility, so we help our clients maximize profits without marginalizing people.","tmi’s mission is to facilitate positive change in communities by implementing customized inclusion strategies. communities include neighborhoods, cities, states, nations, corporations, nonprofits, public and private associations, and groups of people seek",126.4,7.4,unknown,7.4,1.1,1.0,b-corp
tobasa bioindustrial de babaçu s/a,Brazil,not in use,www.tobasa.com.br,processamento do coco do babaçu extraído da amazônia,"a tobasa bioindustrial de babaçu s/a é uma empresa brasileira, pioneira no desenvolvimento de tecnologias e processos para o extrativismo florestal e o aproveitamento integral do coco de babaçu.","empreender e administrar a cadeia produtiva do coco de babaçu para fornecer aos nossos clientes produtos de excelência – obtidos de forma sustentável – a partir das florestas nativas, gerando renda às comunidades agroextrativistas do tocantins.",107.8,21.2,unknown,19.7,6.0,7.1,b-corp
today,Australia,mgmt consultant- for-profits (isic 702),today.design,management and financial consulting,a design company for people and planet.,"in a time of complex challenges and limitless possibility, let’s work together to create a better tomorrow. we partner with progressive businesses and organisations to reimagine their strategies, products and services for a brighter future.",82.4,8.5,unknown,8.5,0.7,1.3,b-corp
tofurky,United States,food products,www.tofurky.com,vegan food manufacturer,unknown,unknown,81.6,24.1,unknown,15.0,2.3,8.1,b-corp
tom organic,Australia,personal care products (isic 475),www.tomorganic.com,feminine products,"our vision is to pioneer a range of pure and essential personal care products that respect the environment and empower women and their families to live healthier, more fulfilled lives.","to create necessary hygiene products that are mutually beneficial for women, children and the planet.",97.2,33.1,unknown,17.0,3.1,8.9,b-corp
"tomolla consulting, llc",United States,environmental consulting,www.tomollaconsulting.com,waste/recycling optimization = less carbon impact and reduced costs.,we are a sustainability-focused consulting practice that helps organizations improve operational efficiency by minimizing material waste and recovering value from resources. tomolla designs strategies that enhance environmental and economic performance.,tomolla designs strategies that enhance environmental and economic performance.,85.8,12.9,unknown,11.9,1.1,1.3,b-corp
tonka sa,Argentina,fabricated metal products,www.tonkasa.com.ar,dispositivos de seguridad y control para artefactos de gas domésticos,"empresa de propiedad familiar con gestión profesionalizada

desarrollo y fabricación de dispositivos de control y seguridad para artefactos de gas domésticos",desarrollar una cadena de valor homogénea con calidad e innovación para acompañar el crecimiento de competitividad de nuestros clientes.,90.3,23.8,unknown,19.5,7.8,7.8,b-corp
